name,xcoord,ycoord,City_ethnic,Constitution,Region,Size_of_Territory,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation
895-Karbasyanda,28.58333333,36.83333333,Karbasyandeus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
898-Kaunos,28.58333333,36.83333333,Kaunios,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
922-Passanda,28.58333333,36.83333333,Pasandeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007-Issos,36.16666667,36.83333333,Isseus,NR,43,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495-Kos,25.66666667,36.91666667,Koos,NR,25,4,1,val2,1,0,0,0,3,0,0,1,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0
471-Anaphe,26,36.91666667,Anaphaios,"Dem,Ol",25,2,0,val2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928-Pyrnos,28.41666667,36.91666667,Pyrnios,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001-Aspendos,31.16666667,36.91666667,Aspendios,NR,43,0,1,val2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
320-Pharai,22.16666667,37,Pharaiates,NR,16,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
332-Geronthrai,22.75,37,Geronthretes,NR,17,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
335-Kyphanta,23,37,Kyphantaseus,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519-Skiathos,24.75,37,Skiathios,NR,25,2,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485-Imbros,27,37,Imbrios,NR,25,4,1,val2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
936-Telemessos,27.33333333,37,Telemesseus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
937-Termera,27.33333333,37,Termerues,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
873-Amynandeis,27.66666667,37,Amynandeis,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878-Bargasa,27.75,37,Pargaseus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
900-Keramos,28,37,Kerameus,NR,39,0,0,val2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
899-Kedreai,28.16666667,37,Kedreates,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1003-Perge,30.83333333,37,Pergaios,NR,43,5,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Gela,14.25,37.08333333,Geloios/Geloaios,NR,2,4,1,val1,0,0,0,0,1,0,0,0,0,1,1,3,1,10,0,5,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,2,3
29-Kasmenai,14.83333333,37.08333333,Kasmenaios,Tyr,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10-Akrai,14.91666667,37.08333333,Akraios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
47-Syrakousai,15.25,37.08333333,Syrakosios,Tyr,2,5,1,val1,0,0,1,0,3,0,0,1,0,1,1,3,1,10,0,19,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,21
322-Thouria,21,37.08333333,Thouriates,NR,16,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345-Sparta/Lakedaimon,22.5,37.08333333,Spariates/Lakedaimonios,NR,17,5,1,val1,0,1,0,0,2,0,0,1,1,3,0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,7
509-Pholegandros,25.16666667,37.08333333,Pholegandrios,NR,25,2,1,val2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507-Paros,25.41666667,37.08333333,Parios,NR,25,3,1,val2,0,0,0,0,2,0,1,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3
504-Nisyros,26.83333333,37.08333333,Nisyrios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
911-Lepsimandos,27.08333333,37.08333333,Lepsimandeus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914-Myndos,27.25,37.08333333,Myndios,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0
920-Ouranion,27.25,37.08333333,Ouranietes,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
886-Halikarnassos,27.33333333,37.08333333,Halikarnasseus,NR,39,2,1,val2,0,0,0,0,2,0,0,0,0,1,0,0,1,3,1,1,1,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0
912-Medmasos,27.33333333,37.08333333,Mednaseus,"Dem,Tyr",39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
923-Pedasa,27.41666667,37.08333333,Pedaseus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
931-Syangela/Theangela,27.58333333,37.08333333,Syangeleus/Theangeleus,NR,39,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
926-Pladasa,28.08333333,37.08333333,Pladasieus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893-Idyma,28.33333333,37.08333333,Idymeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918-Olaieis,28.33333333,37.08333333,Olaieis,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908-Kyllandos,28.41666667,37.08333333,Kyllandios,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46-Stielanaioi,14.91666667,37.16666667,,"Dem,Ol,Tyr",2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318-Messene/Ithome,21.91666667,37.16666667,Messenios/Ithome,NR,16,4,1,val1,0,0,0,0,1,0,0,0,0,3,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,4
341-Pellana,22.33333333,37.16666667,Pellaneus,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343-Sellasia,22.5,37.16666667,Sellasieus,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342-Prasiai,22.91666667,37.16666667,Brasiates,NR,17,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517-Sikinos,24.5,37.16666667,Sikinetes,"Dem,Ol",25,2,1,val2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896-Karyanda,27.5,37.16666667,Karyandeus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
933-Taramptos,27.5,37.16666667,,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879-Bargylia,27.58333333,37.16666667,Bargylieus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
901-Killareis,27.66666667,37.16666667,Killareis,Tyr,39,1,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
902-Kindye,27.66666667,37.16666667,Kindyeus,"Dem,Ol",39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
889-Hydisos,27.83333333,37.16666667,Hydisseus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33-Leontinoi,15,37.25,Leontinos,NR,2,4,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
317-Kyparissos,21.66666667,37.25,Kyparissieus,Dem,16,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323-Aigys,22.16666667,37.25,Aigyeus,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326-Belbina,22.25,37.25,Belbinetes,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891-Iasos,27.58333333,37.25,Iaseus,NR,39,2,1,val2,0,0,0,0,2,0,0,1,1,2,1,1,0,0,1,1,1,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
888-Hydaieis,27.66666667,37.25,Hydaieis,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
913-Mylasa,27.83333333,37.25,Mylaseus,NR,39,0,1,val2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,0
892-Idrias,28.16666667,37.25,Edrieus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-Akragas,13.58333333,37.33333333,Akragantinos,NR,2,5,1,val1,1,0,0,0,3,0,0,0,0,1,1,3,1,13,0,7,1,2,0,1,0,0,0,0,1,1,1,0,1,0,0,0,2,0
314-Aulon,21.66666667,37.33333333,Aulonites,NR,16,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334-Kromnos,22.08333333,37.33333333,Kromnites,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270-Eutaia,22.33333333,37.33333333,,NR,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
339-Oios,22.41666667,37.33333333,Oiates,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331-Eua,22.66666667,37.33333333,Euitas,NR,17,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
324-Anthana,22.83333333,37.33333333,,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
349-Halieis,23.16666667,37.33333333,Halikos,NR,18,2,1,val1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0
475-Astypalaia,24.83333333,37.33333333,Astypaleieus,NR,25,2,0,val2,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
881-Chalketor,27.66666667,37.33333333,Chlketoreus,Dem,39,1,0,val2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
905-Koliyrgeis,28.25,37.33333333,Koliyrgeis,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Herakleia,13.25,37.41666667,Herakleotes,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
19-Henna,14.25,37.41666667,Hennaios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37-Morgantina,14.5,37.41666667,Morgantinos,NR,2,0,0,val1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
292-Phigaleia,21.33333333,37.41666667,Phigaleus,NR,14,3,0,val1,0,0,0,0,0,0,0,1,0,2,0,0,1,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
310-Pyrgos,21.66666667,37.41666667,,NR,15,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
306-Lepreon,21.75,37.41666667,Lepreatas,NR,15,3,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
280-Lykosoura,22,37.41666667,Lykourasios,"Dem,Ol",14,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
303-Trapezous,22.08333333,37.41666667,Trapezountios,NR,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
267-Asea,22.33333333,37.41666667,Aseates,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
346-Thyrea,22.66666667,37.41666667,,"Bas,Dem,Ol",17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350-Hermion,23.25,37.41666667,Hermioneus,NR,18,4,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
478-Chalke,25.25,37.41666667,Chalkeates,NR,25,2,0,val2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
514-Selenious,25.25,37.41666667,,NR,25,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
506-Panormos,25.33333333,37.41666667,,"Dem,Ol,Tyr",25,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
925-Pidasa,27.58333333,37.41666667,Pidaseus,NR,39,0,0,val2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
885-Euromos,27.66666667,37.41666667,Euromeus,Tyr,39,1,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
919-Olymos,27.75,37.41666667,Hylimeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523-Telos,24.93333333,37.43333333,Telios,"Dem,Ol",25,2,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30-Katane,15.08333333,37.5,Katanaios,Tyr,2,4,1,val1,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,1,5,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
271-Gortys,22.33333333,37.5,Kortynios,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0
289-Pallantion,22.33333333,37.5,Pallanteus,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
297-Tegea,22.41666667,37.5,Tegeatas,NR,14,4,1,val1,1,0,0,0,3,0,0,1,0,3,1,1,1,9,0,2,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0
357-Troizen,23.41666667,37.5,Troizenios,Ol,18,4,1,val1,0,0,0,0,2,0,0,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,2
360-Kalaureia,23.5,37.5,Kalaureates,"Bas,Dem,Ol,Tyr",19,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0
359-Belbina,23.91666667,37.5,Belbinetes,NR,19,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525-Thasos,25.16666667,37.5,Thasios,"Bas,Dem,Ol",25,4,1,val2,1,0,0,0,3,0,0,1,1,3,1,6,1,15,1,8,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,10
910-Latmos/Herakleia,27.5,37.5,Latmios/Herakleotes,NR,39,0,0,val2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
44-Selinous,12.83333333,37.58333333,Selinousios,NR,2,5,1,val1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,1,1,1,0,0,0,3,1
39-Mytistratos,14,37.58333333,Mystiserantinos,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31-Kentoripa,14.75,37.58333333,Kentoripinos,NR,2,0,1,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311-Skillous,21.58333333,37.58333333,Skillountios,NR,15,0,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307-Makiston,21.66666667,37.58333333,Makistios,NR,15,3,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
266-Alipheira,21.83333333,37.58333333,Alipheireus,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
274-Heraia,21.83333333,37.58333333,Heraieus,NR,14,4,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
304-Epeion,21.83333333,37.58333333,,NR,15,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298-Teuthis,22,37.58333333,Teuthidas,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
273-Helisson,22.25,37.58333333,Heliswasios,Dem,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281-Mantinea,22.41666667,37.58333333,Mantineus,Dem,14,4,1,val1,1,0,0,0,3,0,0,1,1,0,0,0,1,3,0,1,1,8,0,1,1,0,0,0,1,1,1,1,1,0,0,0,3,0
284-Nestane,22.5,37.58333333,Nestanios,NR,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356-Tiryns,22.83333333,37.58333333,Tirynthios,NR,18,2,1,val1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,9,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,0
352-Methana,23.33333333,37.58333333,Methanaios,NR,18,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
492-Keria,24.33333333,37.58333333,Keriatas,NR,25,1,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494-Koresia,24.41666667,37.58333333,Koresios,"Dem,Ol",25,1,1,val2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
854-Miletos,27.25,37.58333333,Milesios,NR,38,5,1,val2,0,0,0,0,2,0,0,1,0,1,1,1,1,3,1,4,1,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,37
856-Myous,27.41666667,37.58333333,Myessios,NR,38,2,1,val2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
921-Parpariotai,27.5,37.58333333,Parpariotai,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874-Amyzon,27.66666667,37.58333333,Amyzoneus,NR,39,0,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
917-Naxia,27.66666667,37.58333333,Naxiates,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939-Thasthareis,27.66666667,37.58333333,Thasthareis,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871-Alinda,27.83333333,37.58333333,Alindeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
870-Alabanda,27.91666667,37.58333333,Alabandeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
824-Neon Teichos,40.45,37.63333333,,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
801-Aigai (Aiolis),50.45,37.63333333,Aigaieus,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8
25-Hippana,13.41666667,37.66666667,Hipanatas,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7-Agyrion,14.5,37.66666667,Agyrinaios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0
6-Adranon,14.83333333,37.66666667,Adranites,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
305-Epitalion,21.5,37.66666667,Epitalieus,NR,15,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309-Phrixa,21.75,37.66666667,Phrixia,NR,15,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
